X,patient_id,source,target,ligand,receptor,cellchat_prob,cellphonedb_lr.mean,connectome_weight_sc,logfc_logfc_comb,natmi_prod_weight,sca_LRscore
420,A38 (432C),ILC3_A38,B-mem_A38,MIF,CD74,0.440806,0.852937,0.177339,1.7251,0.267373,0.806081
421,A38 (432C),ILC3_A38,B-mem_A38,LGALS9,MRC1,0.645681,0.39212,0.211621,0.9825,0.341743,0.866548
422,A38 (432C),ILC3_A38,B-mem_A38,LILRB4,LAIR1,0.531896,0.717912,0.482616,1.3392,0.397365,0.761865
423,A38 (432C),ILC3_A38,B-mem_A38,MDK,LRP1,0.587718,0.684133,0.64502,1.7331,0.414957,0.625019
424,A38 (432C),B-mem_A38,Mac_A38,BMP4,BMPR1A,0.318198,0.516394,0.231474,0.9496,0.122879,0.047419
425,A38 (432C),B-mem_A38,Mac_A38,APP,CD74,0.50522,0.58526,0.372609,1.5888,0.448955,0.729924
426,A38 (432C),B-mem_A38,Mac_A38,HGF,MET,0.326349,0.29803,0.128692,1.0242,0.134307,0.633122
427,A38 (432C),B-mem_A38,Mac_A38,CSF1,CSF1R,0.439084,0.68174,0.462494,1.3394,0.314262,0.729861
428,A38 (432C),B-mem_A38,Mac_A38,AREG,EGFR,0.591573,0.601519,0.278802,1.5784,0.301817,0.575872
429,A38 (432C),B-mem_A38,Mac_A38,IGF1,IGF1R,0.187751,0.376246,0.296675,0.4469,0.101318,0.402245
430,A38 (432C),B-mem_A38,Mac_A38,LILRB4,LAIR1,0.415144,0.818997,0.385019,1.4417,0.327084,0.353244
431,A38 (432C),Plasma_A38,Endo_A38,TGFB1,TGFBR1,0.476847,0.358922,0.001,0.4466,0.218399,0.160643
432,A38 (432C),Plasma_A38,Endo_A38,CDH1,ITGB1,0.001,0.308893,0.001,0.8302,0.134893,0.362053
433,A38 (432C),Plasma_A38,Endo_A38,PDGFB,PDGFRB,0.474498,0.193016,0.001,0.6887,0.221896,0.064091
434,A30 (398B),Stromal-Intestine_A30,B-mem_A30,LTB,LTBR,0.604569,0.644086,0.301952,0.8694,0.264401,0.670724
435,A30 (398B),Stromal-Intestine_A30,B-mem_A30,SPP1,CD44,0.349332,0.97865,0.338774,0.9323,0.161994,0.90029
436,A30 (398B),Stromal-Intestine_A30,B-mem_A30,CDH1,ITGB1,0.262586,0.345999,0.116238,0.7491,0.111831,0.480468
437,A30 (398B),Stromal-Intestine_A30,B-mem_A30,TGFB1,TGFBR1,0.315064,0.212299,0.340659,0.0401,0.068302,0.001
438,A30 (398B),DC_A30,T-gamma/delta_A30,CCL5,CCR1,0.501041,1.0,0.342756,1.0955,0.369775,1.0
439,A30 (398B),DC_A30,T-gamma/delta_A30,AREG,EGFR,0.5056,0.358633,0.539489,0.7502,0.266427,0.638726
440,A30 (398B),DC_A30,T-gamma/delta_A30,IGF1,IGF1R,0.213178,0.695591,0.364213,1.2879,0.192599,0.316667
441,A30 (398B),DC_A30,T-gamma/delta_A30,IL6,IL6R,0.379863,0.862681,0.257248,0.4411,0.001,0.470889
442,A30 (398B),DC_A30,B-naive_A30,TNFSF13B,HLA-DPB1,0.249035,1.0,0.352569,1.0297,0.21657,0.665304
443,A30 (398B),DC_A30,B-naive_A30,VEGFA,KDR,0.444968,0.350363,0.105445,0.5835,0.215489,0.218143
444,A30 (398B),DC_A30,B-naive_A30,WNT5A,FZD1,0.311768,0.324925,0.247729,0.7219,0.280609,0.073495
445,A30 (398B),DC_A30,B-naive_A30,JAG1,NOTCH2,0.30359,0.59242,0.222719,0.9689,0.105434,0.154429
446,A30 (398B),Plasma_A30,Stromal-Intestine_A30,BMP4,BMPR1A,0.264261,0.400652,0.206741,1.4233,0.085803,0.841055
447,A30 (398B),Plasma_A30,Stromal-Intestine_A30,CCL5,CCR1,0.421704,0.574878,0.310696,1.5595,0.323592,0.874244
448,A30 (398B),Plasma_A30,Stromal-Intestine_A30,CXCL12,CXCR4,0.39645,0.361696,0.345488,1.4119,0.178025,0.628698
449,A30 (398B),T-CD4_A30,DC_A30,SPP1,CD44,0.457734,0.952291,0.346059,1.5869,0.187831,0.240151
450,A30 (398B),T-CD4_A30,DC_A30,AREG,EGFR,0.463763,0.648462,0.301557,1.2678,0.509915,0.787824
451,A30 (398B),T-CD4_A30,DC_A30,LTB,LTBR,0.576212,0.543499,0.362101,1.499,0.440798,0.687361
452,A30 (398B),T-CD4_A30,DC_A30,BMP4,BMPR1A,0.187616,0.942559,0.048128,1.0687,0.001,0.027048
453,A30 (398B),T-CD4_A30,DC_A30,RPS19,C5AR1,0.575424,0.570219,0.348314,0.707,0.251636,0.476415
454,A30 (398B),B-naive_A30,DC_A30,JAG1,NOTCH2,0.344187,0.495289,0.198148,1.426,0.180156,0.223234
455,A30 (398B),B-naive_A30,DC_A30,AREG,EGFR,0.462021,0.575605,0.485196,1.4994,0.321885,0.478801
456,A30 (398B),B-naive_A30,DC_A30,CSF1,CSF1R,0.551901,0.562104,0.383361,1.6331,0.39198,0.468545
457,A30 (398B),B-naive_A30,DC_A30,CXCL12,CXCR4,0.652602,0.533701,0.433331,1.2473,0.415512,0.499141
458,A30 (398B),B-naive_A30,DC_A30,SPP1,CD44,0.618986,0.598688,0.378031,1.4273,0.358114,0.563773
459,A30 (398B),B-naive_A30,Epi-Intestine_A30,TNF,TNFRSF1A,0.183627,0.782495,0.235095,0.2451,0.132591,0.258496
460,A30 (398B),B-naive_A30,Epi-Intestine_A30,PDGFB,PDGFRB,0.270323,0.401822,0.180087,1.3696,0.258228,0.646598
461,A30 (398B),B-naive_A30,Epi-Intestine_A30,WNT5A,FZD1,0.025802,0.447785,0.350973,0.9902,0.107065,0.198807
462,A30 (398B),B-naive_A30,Epi-Intestine_A30,C3,C3AR1,0.664003,0.726871,0.467796,1.3626,0.313236,0.674096
463,A30 (398B),B-naive_A30,Plasma_A30,EFNA1,EPHA2,0.325624,0.926112,0.188753,0.8722,0.089526,0.346416
464,A30 (398B),B-naive_A30,Plasma_A30,CD99,PILRA,0.562082,0.810501,0.515519,1.1596,0.204121,0.619014
465,A30 (398B),B-naive_A30,Plasma_A30,APP,CD74,0.311009,0.934211,0.656829,2.2935,0.158778,0.670541
466,A30 (398B),B-naive_A30,Plasma_A30,MIF,CD74,0.686586,1.0,0.398957,1.2273,0.371513,1.0
467,A30 (398B),B-naive_A30,Plasma_A30,MDK,LRP1,0.527624,0.83107,0.328502,1.294,0.282119,0.306036
468,A30 (398B),B-naive_A30,T-CD4_A30,LGALS9,MRC1,0.747729,0.827323,0.288302,1.4954,0.216548,0.583596
469,A30 (398B),B-naive_A30,T-CD4_A30,HLA-E,KLRC1,0.652207,1.0,0.32061,1.0527,0.247332,0.399477
470,A30 (398B),B-naive_A30,T-CD4_A30,EFNA1,EPHA2,0.254383,0.758359,0.357235,1.2722,0.300912,0.545117
471,A30 (398B),B-naive_A30,T-CD4_A30,LTB,LTBR,0.574516,0.862922,0.452712,1.4648,0.349258,0.798522
472,A30 (398B),B-naive_A30,T-CD4_A30,IL6,IL6R,0.180387,0.395684,0.181042,0.3795,0.288551,0.407407
473,A30 (398B),B-naive_A30,T-CD4_A30,PDGFB,PDGFRB,0.371651,0.981054,0.20569,0.7259,0.071994,0.001
474,A30 (398B),DC_A30,Mono_A30,DLL1,NOTCH1,0.45822,0.217534,0.001,0.9954,0.172159,0.413859
475,A30 (398B),DC_A30,Mono_A30,C3,C3AR1,0.638071,0.310587,0.457953,0.9973,0.278209,0.461183
476,A30 (398B),DC_A30,Mono_A30,FAM3C,HLA-C,0.73855,1.0,0.402911,1.2645,0.41813,0.87058
477,A30 (398B),DC_A30,Mono_A30,RPS19,C5AR1,0.369082,1.0,0.481101,1.212,0.314746,0.457969
478,A30 (398B),DC_A30,Mono_A30,VEGFA,KDR,0.239427,0.522632,0.102665,0.9591,0.253483,0.087262
479,A30 (398B),DC_A30,Mono_A30,BMP4,BMPR1A,0.124468,0.455655,0.264712,0.5415,0.28335,0.588184
480,A30 (398B),DC_A30,Mono_A30,HLA-E,KLRC1,0.807383,0.724284,0.599975,1.8339,0.196036,0.678189
481,A30 (398B),Epi-Intestine_A30,Stromal-Intestine_A30,CXCL12,CXCR4,0.696215,0.504032,0.497186,1.011,0.116506,0.681176
482,A30 (398B),Epi-Intestine_A30,Stromal-Intestine_A30,EGF,EGFR,0.229462,0.452928,0.199359,0.6478,0.25757,0.170408
483,A30 (398B),Epi-Intestine_A30,Stromal-Intestine_A30,TGFB1,TGFBR1,0.270363,0.019302,0.258766,1.6856,0.259559,0.17689
484,A30 (398B),Epi-Intestine_A30,Stromal-Intestine_A30,APP,CD74,0.441235,0.45885,0.213678,1.5638,0.178317,0.683452
485,A30 (398B),Epi-Intestine_A30,Stromal-Intestine_A30,HGF,MET,0.226335,0.309921,0.326988,-0.0485,0.163387,0.330059
486,A30 (398B),Epi-Intestine_A30,Stromal-Intestine_A30,TNF,TNFRSF1A,0.443109,0.301083,0.072165,0.7898,0.259571,0.637668
487,A30 (398B),T-CD8_A30,Stromal-Intestine_A30,MDK,LRP1,0.556756,1.0,0.317892,1.4672,0.15114,0.741391
488,A30 (398B),T-CD8_A30,Stromal-Intestine_A30,TNF,TNFRSF1A,0.001,0.57784,0.152979,0.7657,0.029452,0.354805
489,A30 (398B),T-CD8_A30,Stromal-Intestine_A30,TNFSF13B,HLA-DPB1,0.643602,0.934962,0.38793,1.2974,0.439544,0.797198
490,A30 (398B),T-CD8_A30,Stromal-Intestine_A30,HLA-E,KLRC1,0.426286,0.635043,0.308416,1.2857,0.208933,0.218326
491,A30 (398B),T-CD8_A30,Stromal-Intestine_A30,JAG1,NOTCH2,0.247254,0.48322,0.232371,1.134,0.04575,0.247369
492,A30 (398B),Mac_A30,T-CD8_A30,VEGFA,KDR,0.304207,0.644876,0.359135,-0.2058,0.14332,0.584594
493,A30 (398B),Mac_A30,T-CD8_A30,IGF1,IGF1R,0.266386,0.346907,0.243908,0.8888,0.141939,0.037091
494,A30 (398B),Mac_A30,T-CD8_A30,CCL3,CCR1,0.68127,0.993846,0.495897,2.1528,0.238575,0.787773
495,A30 (398B),Mac_A30,T-CD8_A30,LTB,LTBR,0.566733,0.390605,0.486766,1.5593,0.495722,0.480398
496,A30 (398B),Mac_A30,T-CD8_A30,EGF,EGFR,0.061148,0.192325,0.042542,0.8794,0.226754,0.320766
497,A30 (398B),Mac_A30,T-CD8_A30,TNF,TNFRSF1A,0.095585,0.422262,0.47784,0.9813,0.235819,0.15514
498,A30 (398B),Endo_A30,NK_A30,CXCL12,CXCR4,0.416135,0.643689,0.481856,1.0175,0.206048,0.45571
499,A30 (398B),Endo_A30,NK_A30,CDH1,ITGB1,0.281672,0.671798,0.154817,0.9787,0.193408,0.247329
500,A30 (398B),Endo_A30,NK_A30,CCL5,CCR1,0.269825,0.466839,0.15974,1.2406,0.242082,0.598633
501,A30 (398B),Endo_A30,NK_A30,LTB,LTBR,0.50424,0.463579,0.406775,1.5687,0.291194,0.352925
502,A30 (398B),Endo_A30,NK_A30,CD99,PILRA,0.59042,0.716617,0.309649,0.246,0.379797,0.874825
503,A30 (398B),Endo_A30,NK_A30,TNF,TNFRSF1A,0.125942,0.12174,0.220435,0.187,0.001,0.11225
504,A30 (398B),Endo_A30,NK_A30,AREG,EGFR,0.464298,0.417258,0.506508,0.9943,0.400229,0.504155
505,A30 (398B),T-CD8_A30,Mast_A30,EFNA1,EPHA2,0.243706,0.476184,0.298658,0.8098,0.23845,0.001
506,A30 (398B),T-CD8_A30,Mast_A30,LTB,LTBR,0.485696,0.651462,0.584433,1.5662,0.360577,0.889298
507,A30 (398B),T-CD8_A30,Mast_A30,APP,CD74,0.416091,0.992905,0.25578,0.9,0.259047,0.595959
508,A30 (398B),B-naive_A30,T-gamma/delta_A30,EGF,EGFR,0.412971,0.309672,0.525378,0.4067,0.126383,0.584104
509,A30 (398B),B-naive_A30,T-gamma/delta_A30,MDK,LRP1,0.633754,0.795479,0.238069,0.8211,0.453966,0.375738
510,A30 (398B),B-naive_A30,T-gamma/delta_A30,JAG1,NOTCH2,0.478957,0.213882,0.089272,0.1631,0.044792,0.271468
511,A30 (398B),B-naive_A30,T-gamma/delta_A30,SPP1,CD44,0.583332,0.143291,0.369448,1.5404,0.298581,0.532664
512,A30 (398B),B-naive_A30,T-gamma/delta_A30,TGFB1,TGFBR1,0.363001,0.686491,0.119009,0.995,0.125513,0.31324
513,A30 (398B),B-naive_A30,T-gamma/delta_A30,TNF,TNFRSF1A,0.180559,0.323404,0.118493,1.2502,0.207531,0.445486
514,A30 (398B),B-naive_A30,T-gamma/delta_A30,APP,CD74,0.498643,0.852507,0.541186,1.072,0.263938,0.452415
515,A30 (398B),Stromal-Intestine_A30,NK_A30,TGFB1,TGFBR1,0.441847,0.543178,0.081371,0.9502,0.234235,0.427231
516,A30 (398B),Stromal-Intestine_A30,NK_A30,RPS19,C5AR1,0.550745,0.9986,0.335971,1.5155,0.327052,0.404094
517,A30 (398B),Stromal-Intestine_A30,NK_A30,IL6,IL6R,0.559397,0.410142,0.225846,0.6937,0.122035,0.160321
518,A30 (398B),Stromal-Intestine_A30,NK_A30,GRN,SORT1,0.690742,0.585288,0.17047,0.603,0.28882,0.489603
519,A30 (398B),Stromal-Intestine_A30,NK_A30,BMP4,BMPR1A,0.592024,0.116548,0.097244,1.0277,0.129915,0.780931
520,A30 (398B),Stromal-Intestine_A30,NK_A30,FAM3C,HLA-C,0.583655,0.562086,0.432462,0.8893,0.530737,0.766331
521,A30 (398B),Stromal-Intestine_A30,NK_A30,LGALS9,MRC1,0.583671,1.0,0.458825,1.2226,0.444609,0.582576
522,A30 (398B),Mast_A30,Endo_A30,RPS19,C5AR1,0.572169,0.634371,0.507027,0.577,0.31921,0.436519
523,A30 (398B),Mast_A30,Endo_A30,LILRB4,LAIR1,0.543635,0.691655,0.379709,1.2193,0.319256,0.595614
524,A30 (398B),Mast_A30,Endo_A30,HGF,MET,0.364144,0.489522,0.20945,0.8529,0.270672,0.001
525,A30 (398B),T-gamma/delta_A30,Plasma_A30,EGF,EGFR,0.222152,0.50027,0.401417,0.7237,0.327647,0.478118
526,A30 (398B),T-gamma/delta_A30,Plasma_A30,IGF1,IGF1R,0.559457,0.556958,0.121159,1.0687,0.137305,0.64488
527,A30 (398B),T-gamma/delta_A30,Plasma_A30,FGF2,FGFR1,0.184362,0.293828,0.315357,0.5257,0.185955,0.305008
528,A30 (398B),T-gamma/delta_A30,Plasma_A30,HGF,MET,0.338685,0.566526,0.205631,-0.0139,0.223918,0.214389
529,A30 (398B),T-gamma/delta_A30,Plasma_A30,CSF1,CSF1R,0.435979,0.623068,0.625982,0.6237,0.422005,0.435812
530,A30 (398B),T-gamma/delta_A30,Plasma_A30,MIF,CD74,0.541663,0.770097,0.436781,1.1436,0.450942,0.717673
531,A30 (398B),B-mem_A30,Stromal-Intestine_A30,CDH1,ITGB1,0.393178,0.289273,0.062472,1.0007,0.115941,0.340664
532,A30 (398B),B-mem_A30,Stromal-Intestine_A30,FAM3C,HLA-C,0.571949,1.0,0.416018,1.5377,0.385035,0.27776
533,A30 (398B),B-mem_A30,Stromal-Intestine_A30,AREG,EGFR,0.727092,0.313544,0.523383,1.2841,0.246128,0.599113
534,A30 (398B),B-mem_A30,Stromal-Intestine_A30,LILRB4,LAIR1,0.582183,0.826687,0.368812,0.8431,0.299518,0.741541
535,A30 (398B),B-mem_A30,Stromal-Intestine_A30,VEGFA,KDR,0.241457,0.32487,0.021695,0.1141,0.129779,0.549352
536,A30 (398B),B-mem_A30,Stromal-Intestine_A30,BMP4,BMPR1A,0.184608,0.277433,0.076217,0.4394,0.117535,0.481202
537,A30 (398B),Mono_A30,Endo_A30,CSF1,CSF1R,0.469494,0.432276,0.371101,1.6723,0.286569,0.487774
538,A30 (398B),Mono_A30,Endo_A30,MIF,CD74,0.358427,0.814098,0.411488,0.8434,0.436645,0.83198
539,A30 (398B),Mono_A30,Endo_A30,IL6,IL6R,0.385948,0.519947,0.32681,-0.0473,0.228713,0.657024
540,A30 (398B),Mono_A30,Endo_A30,MDK,LRP1,0.350732,0.492089,0.571927,0.8117,0.201087,0.380628
541,A30 (398B),Mono_A30,Endo_A30,FGF2,FGFR1,0.054059,0.216354,0.217604,0.8063,0.160879,0.772773
542,A30 (398B),Mono_A30,Endo_A30,CCL3,CCR1,0.308244,0.690146,0.461251,1.6211,0.4286,0.481719
543,A30 (398B),Plasma_A30,B-mem_A30,CCL5,CCR1,0.505641,0.807538,0.411599,2.3289,0.475838,0.615453
544,A30 (398B),Plasma_A30,B-mem_A30,WNT5A,FZD1,0.283734,0.282639,0.293758,1.1352,0.001,0.186984
545,A30 (398B),Plasma_A30,B-mem_A30,JAG1,NOTCH2,0.427743,0.742436,0.241984,0.6571,0.18023,0.205149
546,A30 (398B),Plasma_A30,B-mem_A30,FAM3C,HLA-C,0.510133,0.961808,0.319042,0.8787,0.350528,0.458461
547,A30 (398B),Plasma_A30,B-mem_A30,FGF2,FGFR1,0.549519,0.165283,0.378107,0.8435,0.384519,0.667617
548,A30 (398B),Mac_A30,B-mem_A30,LGALS9,MRC1,0.246778,0.500244,0.470648,1.4431,0.394975,0.625733
549,A30 (398B),Mac_A30,B-mem_A30,CDH1,ITGB1,0.050451,0.677053,0.090314,1.2868,0.183734,0.335019
550,A30 (398B),Mac_A30,B-mem_A30,CXCL12,CXCR4,0.639135,0.598261,0.40809,1.7771,0.314023,0.761992
551,A30 (398B),Mac_A30,B-mem_A30,EGF,EGFR,0.391944,0.703477,0.282095,0.1629,0.098046,0.441526
552,A30 (398B),Mac_A30,B-mem_A30,VEGFA,KDR,0.450291,0.665003,0.050975,0.7703,0.113108,0.185653
553,A30 (398B),Mac_A30,ILC3_A30,COPA,CD74,0.709594,0.859422,0.477093,1.4064,0.432252,1.0
554,A30 (398B),Mac_A30,ILC3_A30,CCL5,CCR1,0.363266,0.591816,0.580042,1.3745,0.28201,0.511175
555,A30 (398B),Mac_A30,ILC3_A30,CSF1,CSF1R,0.660614,0.92009,0.63093,1.2635,0.415158,0.980778
556,A30 (398B),Mac_A30,ILC3_A30,JAG1,NOTCH2,0.064913,0.156652,0.242571,0.471,0.132852,0.217816
557,A30 (398B),T-CD8_A30,Mac_A30,WNT5A,FZD1,0.358292,0.525988,0.300347,0.3341,0.125155,0.404973
558,A30 (398B),T-CD8_A30,Mac_A30,RPS19,C5AR1,0.660232,0.941639,0.364563,1.2255,0.349986,0.418723
559,A30 (398B),T-CD8_A30,Mac_A30,GRN,SORT1,0.647284,0.973073,0.501485,1.6974,0.424789,0.273189
560,A30 (398B),T-CD8_A30,Mac_A30,EGF,EGFR,0.313791,0.062534,0.095676,0.6469,0.293305,0.416231
561,A30 (398B),T-CD8_A30,Mac_A30,CCL5,CCR1,0.554715,1.0,0.418923,0.9201,0.185612,0.475414
562,A30 (398B),T-gamma/delta_A30,DC_A30,LTB,LTBR,0.573011,0.723997,0.267441,1.0098,0.324487,0.670921
563,A30 (398B),T-gamma/delta_A30,DC_A30,HGF,MET,0.279285,0.39015,0.066114,0.6316,0.127039,0.445886
564,A30 (398B),T-gamma/delta_A30,DC_A30,CCL5,CCR1,0.57145,0.538429,0.489144,1.5617,0.258102,0.570452
565,A30 (398B),T-gamma/delta_A30,DC_A30,LGALS9,MRC1,0.331503,0.707483,0.106237,0.4985,0.271038,0.73108
566,A30 (398B),T-gamma/delta_A30,DC_A30,MDK,LRP1,0.338614,0.677334,0.456504,1.7614,0.027686,0.710886
567,A30 (398B),T-gamma/delta_A30,DC_A30,EGF,EGFR,0.05142,0.217825,0.157534,0.8302,0.208024,0.273965
568,A30 (398B),T-gamma/delta_A30,DC_A30,CCL3,CCR1,0.553243,1.0,0.442385,1.2423,0.149619,0.631595
569,A30 (398B),T-CD8_A30,B-naive_A30,HLA-E,KLRC1,0.729162,1.0,0.349878,1.3575,0.332207,0.730413
570,A30 (398B),T-CD8_A30,B-naive_A30,CSF1,CSF1R,0.663601,0.837866,0.554778,1.2462,0.168674,0.608494
571,A30 (398B),T-CD8_A30,B-naive_A30,EGF,EGFR,0.001,0.07308,0.283287,0.1828,0.112751,0.400225
572,A30 (398B),T-CD8_A30,B-naive_A30,MIF,CD74,0.37047,0.403784,0.382962,1.4019,0.227347,0.509009
573,A30 (398B),T-CD8_A30,B-naive_A30,FGF2,FGFR1,0.290505,0.57135,0.296476,0.7665,0.233535,0.350211
574,A30 (398B),T-CD8_A30,B-naive_A30,COPA,CD74,0.780848,0.771305,0.317372,1.6198,0.221467,0.525637
575,A30 (398B),T-CD8_A30,B-naive_A30,PDGFB,PDGFRB,0.275359,0.326054,0.292849,0.8757,0.281684,0.001
576,A30 (398B),T-gamma/delta_A30,Mac_A30,TGFB1,TGFBR1,0.457378,0.280237,0.201443,1.108,0.205411,0.398082
577,A30 (398B),T-gamma/delta_A30,Mac_A30,TNFSF13B,HLA-DPB1,0.420204,1.0,0.488196,0.3526,0.455418,0.392786
578,A30 (398B),T-gamma/delta_A30,Mac_A30,GRN,SORT1,0.314195,0.605516,0.540943,1.191,0.346062,0.315998
579,A30 (398B),T-gamma/delta_A30,Mac_A30,CD99,PILRA,0.681325,0.713191,0.235285,1.4299,0.373987,0.667005
580,A30 (398B),T-gamma/delta_A30,Mac_A30,WNT5A,FZD1,0.473713,0.565907,0.390266,0.6781,0.185956,0.522836
581,A30 (398B),Mono_A30,Mast_A30,EFNA1,EPHA2,0.244862,0.665359,0.209164,0.334,0.115941,0.30785
582,A30 (398B),Mono_A30,Mast_A30,CDH1,ITGB1,0.238847,0.581629,0.141787,0.5865,0.169427,0.001
583,A30 (398B),Mono_A30,Mast_A30,MIF,CD74,0.610023,1.0,0.398485,1.5965,0.318026,0.79364
584,A30 (398B),Mono_A30,Mast_A30,LGALS9,MRC1,0.665183,0.370499,0.261154,1.8464,0.354495,0.705311
585,A30 (398B),Mono_A30,Mast_A30,MDK,LRP1,0.688045,0.700117,0.626505,1.3328,0.512389,0.54872
586,A30 (398B),Mono_A30,Epi-Intestine_A30,IL6,IL6R,0.259905,0.593988,0.174515,0.6382,0.209754,0.132688
587,A30 (398B),Mono_A30,Epi-Intestine_A30,DLL1,NOTCH1,0.10854,0.345156,0.066519,1.0772,0.299654,0.837781
588,A30 (398B),Mono_A30,Epi-Intestine_A30,TNFSF13B,HLA-DPB1,0.466794,0.516987,0.383103,1.2428,0.357198,0.905823
589,A30 (398B),Mono_A30,Epi-Intestine_A30,CXCL12,CXCR4,0.42569,1.0,0.380781,1.8035,0.334114,0.875081
590,A30 (398B),Mono_A30,Epi-Intestine_A30,JAG1,NOTCH2,0.171465,0.264352,0.127491,0.7021,0.145588,0.166162
591,A30 (398B),ILC3_A30,T-CD8_A30,TNFSF13B,HLA-DPB1,0.529238,0.893644,0.378998,1.5911,0.235823,0.73091
592,A30 (398B),ILC3_A30,T-CD8_A30,IGF1,IGF1R,0.51091,0.921613,0.338171,1.2845,0.227361,0.560763
593,A30 (398B),ILC3_A30,T-CD8_A30,CXCL12,CXCR4,0.811756,0.766437,0.199471,1.2319,0.343598,0.485214
594,A30 (398B),ILC3_A30,T-CD8_A30,CCL5,CCR1,0.340321,0.656754,0.242399,1.6651,0.495468,0.785076
595,A30 (398B),ILC3_A30,T-CD8_A30,SPP1,CD44,0.310812,0.831769,0.287006,1.4119,0.242686,0.84657
596,A30 (398B),ILC3_A30,T-CD8_A30,TNF,TNFRSF1A,0.385349,0.33985,0.270536,0.7253,0.347743,0.001
597,A30 (398B),T-CD4_A30,Mono_A30,CDH1,ITGB1,0.198518,0.686157,0.230224,0.2699,0.296516,0.480458
598,A30 (398B),T-CD4_A30,Mono_A30,CXCL12,CXCR4,0.153973,0.921392,0.506138,0.8786,0.419309,0.559159
599,A30 (398B),T-CD4_A30,Mono_A30,SPP1,CD44,0.403695,0.614843,0.430648,1.2105,0.276871,0.794306
600,A30 (398B),T-CD4_A30,Mono_A30,TGFB1,TGFBR1,0.14483,0.097248,0.11505,0.4533,0.307655,0.123956
601,A30 (398B),Epi-Intestine_A30,B-mem_A30,EFNA1,EPHA2,0.327215,0.317507,0.218812,1.0031,0.168596,0.01735
602,A30 (398B),Epi-Intestine_A30,B-mem_A30,IGF1,IGF1R,0.316998,0.663797,0.442688,1.2311,0.142206,0.361156
603,A30 (398B),Epi-Intestine_A30,B-mem_A30,PDGFB,PDGFRB,0.30397,0.11802,0.2662,0.6953,0.144064,0.293271
604,A30 (398B),Epi-Intestine_A30,B-mem_A30,CSF1,CSF1R,0.655541,0.676442,0.41539,1.9488,0.276291,0.68635
605,A30 (398B),Epi-Intestine_A30,B-mem_A30,CXCL12,CXCR4,0.429544,0.754427,0.500005,1.3823,0.497188,0.447132
606,A30 (398B),Stromal-Intestine_A30,Mono_A30,CDH1,ITGB1,0.085546,0.338333,0.017891,0.8793,0.251638,0.201079
607,A30 (398B),Stromal-Intestine_A30,Mono_A30,TNFSF13B,HLA-DPB1,0.401688,0.542291,0.50565,1.0517,0.331204,0.735742
608,A30 (398B),Stromal-Intestine_A30,Mono_A30,IGF1,IGF1R,0.225006,0.660875,0.219761,0.7483,0.00828,0.300799
609,A30 (398B),Stromal-Intestine_A30,Mono_A30,CCL5,CCR1,0.600793,0.935276,0.21134,1.1665,0.157381,0.667009
610,A30 (398B),Stromal-Intestine_A30,Mono_A30,BMP4,BMPR1A,0.201609,0.82548,0.258023,0.185,0.211511,0.108689
611,A30 (398B),Stromal-Intestine_A30,Mono_A30,TGFB1,TGFBR1,0.396781,0.898981,0.126012,0.8168,0.143508,0.068739
612,A30 (398B),T-gamma/delta_A30,Stromal-Intestine_A30,GRN,SORT1,0.252363,0.733277,0.250129,0.8982,0.305197,0.93647
613,A30 (398B),T-gamma/delta_A30,Stromal-Intestine_A30,LGALS9,MRC1,0.403684,0.740559,0.407164,1.4394,0.356609,0.7232
614,A30 (398B),T-gamma/delta_A30,Stromal-Intestine_A30,FAM3C,HLA-C,0.361731,0.85602,0.347237,0.8568,0.300327,0.753774
615,A30 (398B),T-gamma/delta_A30,Stromal-Intestine_A30,HGF,MET,0.311162,0.409997,0.306229,0.6437,0.250941,0.501958
616,A30 (398B),T-gamma/delta_A30,Stromal-Intestine_A30,IL6,IL6R,0.345134,0.425601,0.293617,0.7259,0.021055,0.518652
617,A30 (398B),T-gamma/delta_A30,Stromal-Intestine_A30,CCL3,CCR1,0.375468,0.782428,0.380026,1.204,0.470922,0.810976
618,A30 (398B),Endo_A30,Stromal-Intestine_A30,HLA-E,KLRC1,0.42851,0.737572,0.46218,1.1151,0.313277,0.671585
619,A30 (398B),Endo_A30,Stromal-Intestine_A30,TNFSF13B,HLA-DPB1,0.754545,0.717075,0.145816,2.0194,0.330755,1.0
620,A30 (398B),Endo_A30,Stromal-Intestine_A30,FGF2,FGFR1,0.356775,0.807017,0.357635,1.0298,0.200628,0.541837
621,A30 (398B),Endo_A30,Stromal-Intestine_A30,RPS19,C5AR1,0.861526,0.638471,0.495215,1.8421,0.320814,0.39754
622,A30 (398B),T-CD8_A30,T-gamma/delta_A30,LGALS9,MRC1,0.619286,1.0,0.445087,1.0881,0.432405,0.834468
623,A30 (398B),T-CD8_A30,T-gamma/delta_A30,BMP4,BMPR1A,0.239032,0.555026,0.20011,0.8992,0.178261,0.324018
624,A30 (398B),T-CD8_A30,T-gamma/delta_A30,AREG,EGFR,0.773316,0.894056,0.230337,1.3834,0.295084,0.712604
625,A30 (398B),DC_A30,Epi-Intestine_A30,DLL1,NOTCH1,0.480715,0.551901,0.146028,0.0246,0.226195,0.45346
626,A30 (398B),DC_A30,Epi-Intestine_A30,FAM3C,HLA-C,0.782677,0.729371,0.399136,0.5768,0.264313,0.699189
